List,Seen,Name,Year,IMDB
1000+ Movies to Watch Before You Die,false,Boyhood,2014,tt1065073
1000+ Movies to Watch Before You Die,false,Birdman or (The Unexpected Virtue of Ignorance),2014,tt2562232
1000+ Movies to Watch Before You Die,false,Leviathan,2014,tt2802154
1000+ Movies to Watch Before You Die,false,The Look of Silence,2014,tt3521134
1000+ Movies to Watch Before You Die,false,The Theory of Everything,2014,tt2980516
1000+ Movies to Watch Before You Die,true,Guardians of the Galaxy,2014,tt2015381
1000+ Movies to Watch Before You Die,false,Citizenfour,2014,tt4044364
1000+ Movies to Watch Before You Die,false,Whiplash,2014,tt2582802
1000+ Movies to Watch Before You Die,false,Tangerine,2015,tt3824458
1000+ Movies to Watch Before You Die,false,Spotlight,2015,tt1895587
1000+ Movies to Watch Before You Die,false,Straight Outta Compton,2015,tt1398426
1000+ Movies to Watch Before You Die,false,Mad Max: Fury Road,2015,tt1392190
1000+ Movies to Watch Before You Die,false,Victoria,2015,tt4226388
1000+ Movies to Watch Before You Die,false,Son of Saul,2015,tt3808342
1000+ Movies to Watch Before You Die,true,Star Wars: Episode VII - The Force Awakens,2015,tt2488496
1000+ Movies to Watch Before You Die,true,The Revenant,2015,tt1663202
1000+ Movies to Watch Before You Die,false,Bridge of Spies,2015,tt3682448
1000+ Movies to Watch Before You Die,false,The Big Short,2015,tt1596363
1000+ Movies to Watch Before You Die,false,Manchester by the Sea,2016,tt4034228
1000+ Movies to Watch Before You Die,true,La La Land,2016,tt3783958
1000+ Movies to Watch Before You Die,false,Hell or High Water,2016,tt2582782
1000+ Movies to Watch Before You Die,false,Jackie,2016,tt1619029
1000+ Movies to Watch Before You Die,false,Toni Erdmann,2016,tt4048272
1000+ Movies to Watch Before You Die,false,Under the Shadow,2016,tt4273292
1000+ Movies to Watch Before You Die,false,"I, Daniel Blake",2016,tt5168192
1000+ Movies to Watch Before You Die,false,Arrival,2016,tt2543164
1000+ Movies to Watch Before You Die,false,Moonlight,2016,tt4975722
1000+ Movies to Watch Before You Die,false,The Handmaiden,2016,tt4016934
1000+ Movies to Watch Before You Die,false,Dawson City: Frozen Time,2016,tt5215486
1000+ Movies to Watch Before You Die,true,Lady Macbeth,2016,tt4291600
1000+ Movies to Watch Before You Die,false,13th,2016,tt5895028
1000+ Movies to Watch Before You Die,false,Mother!,2017,tt5109784
1000+ Movies to Watch Before You Die,false,Call Me by Your Name,2017,tt5726616
1000+ Movies to Watch Before You Die,false,Lady Bird,2017,tt4925292
1000+ Movies to Watch Before You Die,true,The Shape of Water,2017,tt5580390
1000+ Movies to Watch Before You Die,false,The Greatest Showman,2017,tt1485796
1000+ Movies to Watch Before You Die,false,Phantom Thread,2017,tt5776858
1000+ Movies to Watch Before You Die,true,Get Out,2017,tt5052448
1000+ Movies to Watch Before You Die,true,Blade Runner 2049,2017,tt1856101
1000+ Movies to Watch Before You Die,false,"Three Billboards Outside Ebbing, Missouri",2017,tt5027774
1000+ Movies to Watch Before You Die,false,Crazy Rich Asians,2018,tt3104988
1000+ Movies to Watch Before You Die,true,Black Panther,2018,tt1825683
1000+ Movies to Watch Before You Die,true,Hereditary,2018,tt7784604
1000+ Movies to Watch Before You Die,false,The Favourite,2018,tt5083738
1000+ Movies to Watch Before You Die,false,Sorry to Bother You,2018,tt5688932
1000+ Movies to Watch Before You Die,false,Vice,2018,tt6266538
1000+ Movies to Watch Before You Die,false,BlacKkKlansman,2018,tt7349662
1000+ Movies to Watch Before You Die,true,Roma,2018,tt6155172
1000+ Movies to Watch Before You Die,true,Avengers: Infinity War,2018,tt4154756
1000+ Movies to Watch Before You Die,false,A Star Is Born,2018,tt1517451
1000+ Movies to Watch Before You Die,false,Capernaum,2018,tt8267604
1000+ Movies to Watch Before You Die,true,Parasite,2019,tt6751668
1000+ Movies to Watch Before You Die,true,Avengers: Endgame,2019,tt4154796
1000+ Movies to Watch Before You Die,true,Toy Story 4,2019,tt1979376
1000+ Movies to Watch Before You Die,false,Portrait of a Lady on Fire,2019,tt8613070
1000+ Movies to Watch Before You Die,false,The Lighthouse,2019,tt7984734
1000+ Movies to Watch Before You Die,false,Little Women,2019,tt3281548
1000+ Movies to Watch Before You Die,false,Monos,2019,tt6062774
1000+ Movies to Watch Before You Die,false,Booksmart,2019,tt1489887
1000+ Movies to Watch Before You Die,true,Once Upon a Time... in Hollywood,2019,tt7131622
1000+ Movies to Watch Before You Die,false,The Farewell,2019,tt8637428
1000+ Movies to Watch Before You Die,true,Joker,2019,tt7286456
1000+ Movies to Watch Before You Die,false,For Sama,2019,tt9617456
